0,0160310
0,0160310
0,0160310
0,0160310
0,0160310
0,0160310
0,0160310
0,0160310
0,0160310
0,0160310
0,0150311
0,0150311
0,0150311
0,0150311
0,0150311
0,0150311
0,0150311
0,0150311
0,0150311
0,0150311
0,0150311
0,0150311
0,0150311
0,0150311
0,0150311
0,0140311
0,0140311
0,0140311
0,0140311
0,0140311
0,0140311
0,0140311
0,0140311
0,0140311
0,0140311
0,0140311
0,0140311
0,0140311
0,0130311
0,0140311
0,0130311
0,0130311
0,0130311
0,0130311
0,0130311
0,0130311
0,0130311
0,0130311
0,0130311
0,0130311
0,0130311
0,0130311
0,0130311
0,0120311
0,0120311
0,0120311
0,0120311
0,0120311
0,0120311
0,0120311
0,0120311
0,0120311
0,0120311
0,0120311
0,0120311
0,0120311
0,0110311
0,0110311
0,0110311
0,0110311
0,0110311
0,0110311
0,0110311
0,0110311
0,0110311
0,0110311
0,0110311
0,0110311
0,0110311
0,0100311
0,0100311
0,0100311
0,0100311
0,0100311
0,0100311
0,0100311
0,0100311
0,0100311
0,0100311
0,0100311
0,0100311
0,0090311
0,0090311
0,0090311
0,0090311
0,0090311
0,0090311
0,0090311
0,0090311
0,0090311
0,0090311
0,0090311
0,0090311
0,0090311
0,0090311
0,0080311
0,0080311
0,0080311
0,0080311
0,0080311
0,0080311
0,0080311
0,0080311
0,0080311
0,0080311
0,0070312
0,0080311
0,0070312
0,0070312
0,0070312
0,0070312
0,0070312
0,0070312
0,0070312
0,0070312
0,0070312
0,0070312
0,0070312
0,0070312
0,0060312
0,0060312
0,0060312
0,0060312
0,0060312
0,0060312
0,0060312
0,0060312
0,0060312
0,0050312
0,0050312
0,0050312
0,0050312
0,0050312
0,0050312
0,0050312
0,0050312
0,0050312
0,0050312
0,0050312
0,0050312
0,0040312
0,0040312
0,0040312
0,0040312
0,0040312
0,0040312
0,0040312
0,0040312
0,0040312
0,0040312
0,0030312
0,0030312
0,0040312
0,0030312
0,0030312
0,0030312
0,0030312
0,0030312
0,0030312
0,0030312
0,0030312
0,0030312
0,0030312
0,0020312
0,0030312
0,0020312
0,0020312
0,0020312
0,0020312
0,0020312
0,0020312
0,0020312
0,0010312
0,0020312
0,0010312
0,0010312
0,0010312
0,0010312
0,0010312
0,0010312
0,0010312
0,0010312
0,0010312
0,0010312
0,0000312
0,0010312
0,0000312
0,0000312
0,0000312
0,0000312
0,0000312
-0,0009687
0,0000312
0,0000312
-0,0009687
-0,0009687
-0,0009687
-0,0009687
-0,0009687
-0,0009687
-0,0009687
-0,0009687
-0,0009687
-0,0009687
-0,0019687
-0,0009687
-0,0019687
-0,0019687
-0,0019687
-0,0019687
-0,0019687
-0,0019687
-0,0019687
-0,0019687
-0,0019687
-0,0019687
-0,0019687
-0,0029687
-0,0029687
-0,0029687
-0,0029687
-0,0029687
-0,0029687
-0,0029687
-0,0029687
-0,0039687
-0,0039687
-0,0039687
-0,0039687
-0,0039687
-0,0039687
-0,0039687
-0,0039687
-0,0039687
-0,0039687
-0,0039687
-0,0039687
-0,0049687
-0,0049687
-0,0049687
-0,0049687
-0,0049687
-0,0049687
-0,0049687
-0,0049687
-0,0049687
-0,0049687
-0,0059687
-0,0059687
-0,0059687
-0,0059687
-0,0059687
-0,0059687
-0,0059687
-0,0059687
-0,0069687
-0,0069687
-0,0069687
-0,0069687
-0,0069687
-0,0069687
-0,0069687
-0,0069687
-0,0069687
-0,0069687
-0,0069687
-0,0079686
-0,0079686
-0,0079686
-0,0079686
-0,0079686
-0,0079686
-0,0079686
-0,0079686
-0,0079686
-0,0079686
-0,0089686
-0,0079686
-0,0089686
-0,0089686
-0,0089686
-0,0089686
-0,0089686
-0,0089686
-0,0089686
-0,0089686
-0,0099686
-0,0099686
-0,0099686
-0,0099686
-0,0099686
-0,0099686
-0,0099686
-0,0099686
-0,0109686
-0,0099686
-0,0109686
-0,0109686
-0,0109686
-0,0109686
-0,0109686
-0,0109686
-0,0109686
-0,0109686
-0,0119686
-0,0119686
-0,0119686
-0,0119686
-0,0119686
-0,0119686
-0,0119686
-0,0119686
-0,0129686
-0,0129686
-0,0129686
-0,0129686
-0,0129686
-0,0129686
-0,0129686
-0,0129686
-0,0139686
-0,0129686
-0,0139686
-0,0139686
-0,0139686
-0,0139686
-0,0139686
-0,0139686
-0,0139686
-0,0149686
-0,0139686
-0,0149686
-0,0149686
-0,0149686
-0,0149686
-0,0149686
-0,0149686
-0,0149686
-0,0159685
-0,0149686
-0,0159685
-0,0159685
-0,0159685
-0,0159685
-0,0159685
-0,0159685
-0,0159685
