-637,8723149
-615,5655798
-615,5655798
-615,5655798
-611,1039168
-602,1802745
-602,1802745
-602,1802745
-602,1802745
-584,3317254
-584,3317254
-584,3317254
-584,3317254
-566,4814901
-566,4814901
-566,4814901
-566,4814901
-553,0927069
-553,0927069
-553,0927069
-553,0927069
-544,1663244
-544,1663244
-544,1663244
-539,702975
-526,3122942
-526,3122942
-526,3122942
-526,3122942
-517,3846464
-517,3846464
-517,3846464
-517,3846464
-508,4565769
-508,4565769
-508,4565769
-508,4565769
-499,5280856
-499,5280856
-499,5280856
-495,0636818
-486,1345576
-486,1345576
-486,1345576
-486,1345576
-486,1345576
-486,1345576
-486,1345576
-486,1345576
-477,2050117
-477,2050117
-477,2050117
-477,2050117
-468,2750437
-468,2750437
-468,2750437
-463,8099016
-459,3446539
-459,3446539
-459,3446539
-459,3446539
-454,8793007
-454,8793007
-454,8793007
-454,8793007
-441,4826082
-441,4826082
-441,4826082
-441,4826082
-432,5509523
-432,5509523
-432,5509523
-432,5509523
-423,6188744
-423,6188744
-423,6188744
-423,6188744
-414,6863743
-414,6863743
-414,6863743
-414,6863743
-401,2868327
-401,2868327
-401,2868327
-401,2868327
-387,8863413
-387,8863413
-387,8863413
-387,8863413
-378,9521525
-378,9521525
-378,9521525
-378,9521525
-370,0175415
-370,0175415
-370,0175415
-370,0175415
-347,6791665
-347,6791665
-347,6791665
-347,6791665
-338,7430774
-338,7430774
-338,7430774
-334,2748745
-320,869632
-320,869632
-320,869632
-320,869632
-298,5254491
-298,5254491
-298,5254491
-298,5254491
-267,2391563
-267,2391563
-267,2391563
-267,2391563
-240,4182135
-240,4182135
-240,4182135
-240,4182135
-218,0645217
-218,0645217
-218,0645217
-218,0645217
-204,6510382
-204,6510382
-204,6510382
-204,6510382
-186,7649138
-186,7649138
-186,7649138
-182,2931183
-164,4048793
-164,4048793
-164,4048793
-159,9325552
-146,5149485
-146,5149485
-146,5149485
-146,5149485
-137,5693485
-137,5693485
-137,5693485
-137,5693485
-119,6768794
-119,6768794
-119,6768794
-119,6768794
-101,7827178
-101,7827178
-101,7827178
-101,7827178
-88,36098578
-88,36098578
-88,36098578
-88,36098578
-74,93830151
-74,93830151
-74,93830151
-74,93830151
-57,0399077
-57,0399077
-57,0399077
-57,0399077
-52,56504468
-52,56504468
-52,56504468
-52,56504468
-48,09007582
-48,09007582
-48,09007582
-43,61500112
-39,13982058
-39,13982058
-39,13982058
-39,13982058
-30,18914195
-30,18914195
-30,18914195
-30,18914195
-25,71364386
-25,71364386
-25,71364386
-25,71364386
-16,76233009
-16,76233009
-16,76233009
-16,76233009
-12,28651441
-12,28651441
-12,28651441
-12,28651441
-7,810592862
-7,810592862
-7,810592862
-7,810592862
1,141567859
1,141567859
1,141567859
1,141567859
14,57060306
14,57060306
14,57060306
14,57060306
28,00059128
28,00059128
28,00059128
28,00059128
23,52382264
23,52382264
23,52382264
23,52382264
28,00059128
28,00059128
28,00059128
28,00059128
41,43153263
41,43153263
41,43153263
41,43153263
45,90872491
45,90872491
45,90872491
50,3860231
54,86342722
